target,query,layer,head,source,attention_now,attention_before,source_gain,source_gain_low,source_token_id,source_text,source_context,region,source_is_prior_event,same_token_as_node,reviewed_roles
109,643,5,3,616,0.02197265625,0.0,0.02197265625,-0.0032882690429687,13,.," 20 minutes.
3 ⟦.⟧  Alternatively, cook the br",history,False,False,outside_reviewed_claim_sources
33,567,5,12,550,0.212890625,0.0154622395833333,0.1974283854166666,0.1699625651041666,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
33,567,5,12,549,0.1630859375,0.0041707356770833,0.1589152018229166,0.1314493815104166,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
33,567,5,12,551,0.0859375,0.0137939453125,0.0721435546875,0.044677734375,5075, Pre," brats:

1. ⟦ Pre⟧ heat an outdoor grill for",history,False,False,outside_reviewed_claim_sources
33,567,5,12,548,0.055419921875,0.0,0.055419921875,0.0279541015625,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
80,614,5,12,569,0.06640625,0.0,0.06640625,0.0053507486979166,1442, If," the grate.
2. ⟦ If⟧  you want to cook the",history,False,False,outside_reviewed_claim_sources
80,614,5,12,582,0.04736328125,0.0,0.04736328125,-0.0136922200520833,89800, prick," in a pot first, ⟦ prick⟧  them with a fork,",history,True,False,outside_reviewed_claim_sources
80,614,5,12,561,0.04052734375,0.0,0.04052734375,-0.0205281575520833,8828, Light," for medium-high heat. ⟦ Light⟧ ly oil the grate.
",history,False,False,outside_reviewed_claim_sources
80,614,5,12,568,0.04052734375,0.0,0.04052734375,-0.0205281575520833,13,.," oil the grate.
2 ⟦.⟧  If you want to cook",history,False,False,outside_reviewed_claim_sources
80,614,5,12,567,0.03759765625,0.0,0.03759765625,-0.0234578450520833,17,2,"ly oil the grate.
 ⟦2⟧ . If you want to",history,True,False,outside_reviewed_claim_sources
103,637,5,12,619,0.142578125,0.0038655598958333,0.1387125651041666,0.0868733723958333,4394, cook,".
3. Alternatively, ⟦ cook⟧  the brats directly on",history,False,False,outside_reviewed_claim_sources
103,637,5,12,623,0.091796875,0.0055135091145833,0.0862833658854166,0.0344441731770833,6089, directly,", cook the brats ⟦ directly⟧  on the preheated",history,False,False,outside_reviewed_claim_sources
103,637,5,12,617,0.04345703125,0.0,0.04345703125,-0.0083821614583333,39578, Alternatively,"20 minutes.
3. ⟦ Alternatively⟧ , cook the brats",history,False,False,outside_reviewed_claim_sources
103,637,5,12,624,0.05859375,0.0153605143229166,0.0432332356770833,-0.00860595703125,389, on, cook the brats directly ⟦ on⟧  the preheated grill,history,False,False,outside_reviewed_claim_sources
103,637,5,13,619,0.0654296875,0.0,0.0654296875,0.0221405029296875,4394, cook,".
3. Alternatively, ⟦ cook⟧  the brats directly on",history,False,False,outside_reviewed_claim_sources
103,637,5,13,624,0.035400390625,0.0050862630208333,0.0303141276041666,-0.0129750569661458,389, on, cook the brats directly ⟦ on⟧  the preheated grill,history,False,False,outside_reviewed_claim_sources
103,637,5,13,618,0.0301513671875,0.0,0.0301513671875,-0.0131378173828125,11,","," minutes.
3. Alternatively ⟦,⟧  cook the brats directly",history,False,True,outside_reviewed_claim_sources
103,637,5,13,623,0.0250244140625,0.0,0.0250244140625,-0.0182647705078125,6089, directly,", cook the brats ⟦ directly⟧  on the preheated",history,False,False,outside_reviewed_claim_sources
109,643,5,13,617,0.06298828125,0.0,0.06298828125,0.0379854838053385,39578, Alternatively,"20 minutes.
3. ⟦ Alternatively⟧ , cook the brats",history,False,False,outside_reviewed_claim_sources
109,643,5,13,619,0.04833984375,0.0004831949869791,0.0478566487630208,0.0228538513183593,4394, cook,".
3. Alternatively, ⟦ cook⟧  the brats directly on",history,False,False,outside_reviewed_claim_sources
109,643,5,13,618,0.03125,0.0,0.03125,0.0062472025553385,11,","," minutes.
3. Alternatively ⟦,⟧  cook the brats directly",history,False,False,outside_reviewed_claim_sources
109,643,5,13,623,0.01904296875,0.0015462239583333,0.0174967447916666,-0.0075060526529947,6089, directly,", cook the brats ⟦ directly⟧  on the preheated",history,False,False,outside_reviewed_claim_sources
81,615,5,22,567,0.416015625,0.0029500325520833,0.4130655924479167,0.3048960367838542,17,2,"ly oil the grate.
 ⟦2⟧ . If you want to",history,True,False,outside_reviewed_claim_sources
81,615,5,22,568,0.119140625,0.0044962565104166,0.1146443684895833,0.0064748128255208,13,.," oil the grate.
2 ⟦.⟧  If you want to cook",history,False,False,outside_reviewed_claim_sources
48,582,6,29,227,0.1298828125,0.0,0.1298828125,0.052703857421875,875,ick, 2:1 Pr ⟦ick⟧  bratwurst with fork,prompt,False,False,outside_reviewed_claim_sources
48,582,6,29,241,0.032958984375,0.0,0.032958984375,-0.044219970703125,13,., from exploding as they cook ⟦.⟧  2  Place in,prompt,False,False,outside_reviewed_claim_sources
47,581,7,2,567,0.05224609375,0.0,0.05224609375,-0.0110270182291666,17,2,"ly oil the grate.
 ⟦2⟧ . If you want to",history,True,False,outside_reviewed_claim_sources
47,581,7,2,569,0.072265625,0.0201416015625,0.0521240234375,-0.0111490885416666,1442, If," the grate.
2. ⟦ If⟧  you want to cook the",history,False,False,outside_reviewed_claim_sources
47,581,7,2,568,0.035400390625,0.0,0.035400390625,-0.0278727213541666,13,.," oil the grate.
2 ⟦.⟧  If you want to cook",history,False,False,outside_reviewed_claim_sources
109,643,7,2,615,0.08349609375,0.0,0.08349609375,0.0599416097005208,18,3," to 20 minutes.
 ⟦3⟧ . Alternatively, cook the",history,True,False,outside_reviewed_claim_sources
109,643,7,2,617,0.028076171875,0.0,0.028076171875,0.0045216878255208,39578, Alternatively,"20 minutes.
3. ⟦ Alternatively⟧ , cook the brats",history,False,False,outside_reviewed_claim_sources
109,643,7,2,616,0.0263671875,0.0,0.0263671875,0.0028127034505208,13,.," 20 minutes.
3 ⟦.⟧  Alternatively, cook the br",history,False,False,outside_reviewed_claim_sources
109,643,7,2,618,0.0203857421875,0.0,0.0203857421875,-0.0031687418619791,11,","," minutes.
3. Alternatively ⟦,⟧  cook the brats directly",history,False,False,outside_reviewed_claim_sources
26,560,7,10,550,0.1494140625,0.0073649088541666,0.1420491536458333,-0.0102132161458333,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,True,outside_reviewed_claim_sources
26,560,7,10,549,0.1279296875,0.0,0.1279296875,-0.0243326822916666,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,7,10,548,0.064453125,0.0,0.064453125,-0.0878092447916666,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
26,560,7,10,539,0.052001953125,0.0,0.052001953125,-0.1002604166666666,47869, passages,"

Based on the given ⟦ passages⟧ , here's how to",history,True,False,outside_reviewed_claim_sources
63,597,7,27,587,0.11083984375,0.03369140625,0.0771484375,-0.0143636067708333,11,","," prick them with a fork ⟦,⟧  combine them with onions,",history,False,False,outside_reviewed_claim_sources
63,597,7,27,584,0.07275390625,0.0049641927083333,0.0677897135416666,-0.0237223307291666,449, with," pot first, prick them ⟦ with⟧  a fork, combine them",history,False,False,outside_reviewed_claim_sources
63,597,7,27,583,0.07373046875,0.006103515625,0.067626953125,-0.0238850911458333,1124, them," a pot first, prick ⟦ them⟧  with a fork, combine",history,False,False,outside_reviewed_claim_sources
63,597,7,27,582,0.07958984375,0.0154622395833333,0.0641276041666666,-0.0273844401041666,89800, prick," in a pot first, ⟦ prick⟧  them with a fork,",history,True,False,outside_reviewed_claim_sources
93,627,8,13,610,0.484375,0.0,0.484375,0.3240763346354166,311, to," medium heat for 15 ⟦ to⟧  20 minutes.
3",history,True,False,outside_reviewed_claim_sources
93,627,8,13,548,0.1298828125,0.0,0.1298828125,-0.0304158528645833,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
67,601,8,22,588,0.2021484375,0.0430094401041666,0.1591389973958333,0.06964111328125,16343, combine," them with a fork, ⟦ combine⟧  them with onions, butter",history,False,False,outside_reviewed_claim_sources
67,601,8,22,587,0.04443359375,0.0,0.04443359375,-0.0450642903645833,11,","," prick them with a fork ⟦,⟧  combine them with onions,",history,False,True,outside_reviewed_claim_sources
67,601,8,22,582,0.0390625,0.0,0.0390625,-0.0504353841145833,89800, prick," in a pot first, ⟦ prick⟧  them with a fork,",history,True,False,outside_reviewed_claim_sources
76,610,8,22,567,0.0927734375,0.0,0.0927734375,-0.0321451822916666,17,2,"ly oil the grate.
 ⟦2⟧ . If you want to",history,True,False,outside_reviewed_claim_sources
76,610,8,22,569,0.0869140625,0.0,0.0869140625,-0.0380045572916666,1442, If," the grate.
2. ⟦ If⟧  you want to cook the",history,False,False,outside_reviewed_claim_sources
76,610,8,22,549,0.07568359375,0.0,0.07568359375,-0.0492350260416666,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
76,610,8,22,560,0.06591796875,0.0,0.06591796875,-0.0590006510416666,13,., grill for medium-high heat ⟦.⟧  Lightly oil the grate,history,True,False,outside_reviewed_claim_sources
76,610,8,22,581,0.064453125,0.0,0.064453125,-0.0604654947916666,11,",","ats in a pot first ⟦,⟧  prick them with a fork",history,True,False,outside_reviewed_claim_sources
93,627,8,22,548,0.087890625,0.0,0.087890625,0.00042724609375,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
93,627,8,22,614,0.06689453125,0.0,0.06689453125,-0.02056884765625,627,".
","15 to 20 minutes ⟦.
⟧ 3. Alternatively, cook",history,True,False,outside_reviewed_claim_sources
93,627,8,22,615,0.06982421875,0.013427734375,0.056396484375,-0.03106689453125,18,3," to 20 minutes.
 ⟦3⟧ . Alternatively, cook the",history,True,False,outside_reviewed_claim_sources
93,627,8,22,610,0.049560546875,0.0,0.049560546875,-0.03790283203125,311, to," medium heat for 15 ⟦ to⟧  20 minutes.
3",history,True,False,outside_reviewed_claim_sources
109,643,8,22,615,0.1357421875,0.0022379557291666,0.1335042317708333,0.0533650716145833,18,3," to 20 minutes.
 ⟦3⟧ . Alternatively, cook the",history,True,False,outside_reviewed_claim_sources
109,643,8,22,617,0.09716796875,0.0,0.09716796875,0.01702880859375,39578, Alternatively,"20 minutes.
3. ⟦ Alternatively⟧ , cook the brats",history,False,False,outside_reviewed_claim_sources
109,643,8,22,616,0.050048828125,0.0,0.050048828125,-0.03009033203125,13,.," 20 minutes.
3 ⟦.⟧  Alternatively, cook the br",history,False,False,outside_reviewed_claim_sources
26,560,9,8,549,0.16796875,0.033203125,0.134765625,0.00830078125,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,9,8,548,0.1005859375,0.0266927083333333,0.0738932291666666,-0.0525716145833333,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
26,560,9,8,550,0.15625,0.0861002604166666,0.0701497395833333,-0.0563151041666666,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,True,outside_reviewed_claim_sources
6,540,9,9,534,0.369140625,0.09716796875,0.27197265625,0.2257080078125,271,"

",":<|eot_id|><|start_header_id|>assistant<|end_header_id|> ⟦

⟧ Based on the given passages",prompt,False,False,outside_reviewed_claim_sources
26,560,9,9,549,0.33984375,0.0514322916666666,0.2884114583333333,0.2260742187499999,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,9,9,548,0.140625,0.01318359375,0.12744140625,0.0651041666666666,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
32,566,9,9,550,0.1943359375,0.0291341145833333,0.1652018229166666,0.0552571614583333,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
32,566,9,9,549,0.10693359375,0.0,0.10693359375,-0.0030110677083333,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
32,566,9,9,548,0.0849609375,0.0,0.0849609375,-0.0249837239583333,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
76,610,9,9,548,0.236328125,0.0,0.236328125,0.0688883463541666,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
76,610,9,9,534,0.0830078125,0.0,0.0830078125,-0.0844319661458333,271,"

",":<|eot_id|><|start_header_id|>assistant<|end_header_id|> ⟦

⟧ Based on the given passages",prompt,False,False,outside_reviewed_claim_sources
76,610,9,9,540,0.0498046875,0.0,0.0498046875,-0.1176350911458333,11,",","Based on the given passages ⟦,⟧  here's how to cook",history,True,False,outside_reviewed_claim_sources
93,627,9,9,548,0.21484375,0.0,0.21484375,0.0618896484375,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
93,627,9,9,534,0.1240234375,0.0,0.1240234375,-0.0289306640625,271,"

",":<|eot_id|><|start_header_id|>assistant<|end_header_id|> ⟦

⟧ Based on the given passages",prompt,False,False,outside_reviewed_claim_sources
93,627,9,9,541,0.05419921875,0.0,0.05419921875,-0.0987548828125,1618, here," on the given passages, ⟦ here⟧ 's how to cook br",history,False,False,outside_reviewed_claim_sources
93,627,9,10,610,0.34375,0.0,0.34375,0.265411376953125,311, to," medium heat for 15 ⟦ to⟧  20 minutes.
3",history,True,False,outside_reviewed_claim_sources
93,627,9,10,534,0.055908203125,0.0,0.055908203125,-0.022430419921875,271,"

",":<|eot_id|><|start_header_id|>assistant<|end_header_id|> ⟦

⟧ Based on the given passages",prompt,False,False,outside_reviewed_claim_sources
26,560,10,16,549,0.1572265625,0.0263671875,0.130859375,0.0561726888020833,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,10,16,548,0.057861328125,0.0,0.057861328125,-0.0168253580729166,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
93,627,10,30,548,0.29296875,0.0,0.29296875,0.1190592447916666,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
93,627,10,30,534,0.111328125,0.0,0.111328125,-0.0625813802083333,271,"

",":<|eot_id|><|start_header_id|>assistant<|end_header_id|> ⟦

⟧ Based on the given passages",prompt,False,False,outside_reviewed_claim_sources
93,627,10,30,610,0.060546875,0.0,0.060546875,-0.1133626302083333,311, to," medium heat for 15 ⟦ to⟧  20 minutes.
3",history,True,False,outside_reviewed_claim_sources
63,597,11,8,583,0.310546875,0.0694173177083333,0.2411295572916666,0.0462849934895833,1124, them," a pot first, prick ⟦ them⟧  with a fork, combine",history,False,False,outside_reviewed_claim_sources
63,597,11,8,587,0.091796875,0.0166219075520833,0.0751749674479166,-0.1196695963541666,11,","," prick them with a fork ⟦,⟧  combine them with onions,",history,False,False,outside_reviewed_claim_sources
63,597,11,8,582,0.05078125,0.0,0.05078125,-0.1440633138020833,89800, prick," in a pot first, ⟦ prick⟧  them with a fork,",history,True,False,outside_reviewed_claim_sources
99,633,11,16,617,0.1142578125,0.0,0.1142578125,0.0275929768880208,39578, Alternatively,"20 minutes.
3. ⟦ Alternatively⟧ , cook the brats",history,False,False,outside_reviewed_claim_sources
99,633,11,16,618,0.1181640625,0.0201212565104166,0.0980428059895833,0.0113779703776041,11,","," minutes.
3. Alternatively ⟦,⟧  cook the brats directly",history,False,False,outside_reviewed_claim_sources
99,633,11,16,615,0.09326171875,0.0,0.09326171875,0.0065968831380208,18,3," to 20 minutes.
 ⟦3⟧ . Alternatively, cook the",history,True,False,outside_reviewed_claim_sources
99,633,11,16,616,0.061767578125,0.0,0.061767578125,-0.0248972574869791,13,.," 20 minutes.
3 ⟦.⟧  Alternatively, cook the br",history,False,False,outside_reviewed_claim_sources
26,560,11,17,548,0.1767578125,0.0475260416666666,0.1292317708333333,0.0487874348958333,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
26,560,11,17,550,0.26171875,0.1376953125,0.1240234375,0.0435791015625,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,True,outside_reviewed_claim_sources
26,560,11,17,549,0.107421875,0.0189615885416666,0.0884602864583333,0.0080159505208333,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,11,19,549,0.1962890625,0.0252278645833333,0.1710611979166666,0.0917154947916666,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,11,19,550,0.173828125,0.081298828125,0.092529296875,0.01318359375,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,True,outside_reviewed_claim_sources
33,567,11,19,549,0.1357421875,0.0,0.1357421875,0.0278523763020833,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
33,567,11,19,548,0.099609375,0.0,0.099609375,-0.0082804361979166,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
33,567,11,19,550,0.091796875,0.0315755208333333,0.0602213541666666,-0.04766845703125,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
26,560,11,31,549,0.09423828125,0.0104166666666666,0.0838216145833333,0.0260416666666666,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,11,31,550,0.1064453125,0.0286458333333333,0.0777994791666666,0.02001953125,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,True,outside_reviewed_claim_sources
26,560,12,17,550,0.26953125,0.0911458333333333,0.1783854166666666,0.14422607421875,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,True,outside_reviewed_claim_sources
26,560,12,17,549,0.1640625,0.0257161458333333,0.1383463541666666,0.10418701171875,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
32,566,12,17,550,0.1689453125,0.014068603515625,0.154876708984375,0.1080525716145833,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
32,566,12,17,549,0.07421875,0.0,0.07421875,0.0273946126302083,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
47,581,12,17,569,0.25390625,0.053955078125,0.199951171875,0.1322428385416666,1442, If," the grate.
2. ⟦ If⟧  you want to cook the",history,False,False,outside_reviewed_claim_sources
47,581,12,17,571,0.14453125,0.0583089192708333,0.0862223307291666,0.0185139973958333,1390, want,".
2. If you ⟦ want⟧  to cook the brats",history,False,False,outside_reviewed_claim_sources
47,581,12,17,570,0.050537109375,0.0098063151041666,0.0407307942708333,-0.0269775390624999,499, you," grate.
2. If ⟦ you⟧  want to cook the br",history,False,False,outside_reviewed_claim_sources
6,540,12,18,534,0.2021484375,0.0397135416666666,0.1624348958333333,0.11334228515625,271,"

",":<|eot_id|><|start_header_id|>assistant<|end_header_id|> ⟦

⟧ Based on the given passages",prompt,False,False,outside_reviewed_claim_sources
26,560,12,18,550,0.287109375,0.1212972005208333,0.1658121744791666,0.1175537109375,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,True,outside_reviewed_claim_sources
26,560,12,18,549,0.0869140625,0.011474609375,0.075439453125,0.0271809895833333,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
92,626,12,18,614,0.0673828125,0.0,0.0673828125,-0.014007568359375,627,".
","15 to 20 minutes ⟦.
⟧ 3. Alternatively, cook",history,True,False,outside_reviewed_claim_sources
92,626,12,18,610,0.06298828125,0.0,0.06298828125,-0.018402099609375,311, to," medium heat for 15 ⟦ to⟧  20 minutes.
3",history,True,False,outside_reviewed_claim_sources
92,626,12,18,550,0.025146484375,0.0,0.025146484375,-0.056243896484375,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
92,626,12,18,615,0.0244140625,0.0,0.0244140625,-0.056976318359375,18,3," to 20 minutes.
 ⟦3⟧ . Alternatively, cook the",history,True,False,outside_reviewed_claim_sources
33,567,12,28,545,0.08544921875,0.0,0.08544921875,-0.0201822916666666,4394, cook,", here's how to ⟦ cook⟧  brats:

1.",history,False,False,outside_reviewed_claim_sources
33,567,12,28,550,0.076171875,0.0,0.076171875,-0.0294596354166666,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
33,567,12,28,544,0.0380859375,0.0,0.0380859375,-0.0675455729166666,311, to," passages, here's how ⟦ to⟧  cook brats:

1",history,False,False,outside_reviewed_claim_sources
33,567,12,28,552,0.04345703125,0.0067952473958333,0.0366617838541666,-0.0689697265625,20559,heat,"ats:

1. Pre ⟦heat⟧  an outdoor grill for medium",history,False,False,outside_reviewed_claim_sources
32,566,13,24,550,0.2265625,0.0206705729166666,0.2058919270833333,0.0865885416666666,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
32,566,13,24,551,0.0830078125,0.0,0.0830078125,-0.0362955729166666,5075, Pre," brats:

1. ⟦ Pre⟧ heat an outdoor grill for",history,False,False,outside_reviewed_claim_sources
32,566,13,24,548,0.0546875,0.0,0.0546875,-0.0646158854166666,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
87,621,13,24,550,0.29296875,0.0218098958333333,0.2711588541666667,0.1001383463541666,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
87,621,13,24,551,0.09228515625,0.0,0.09228515625,-0.0787353515625,5075, Pre," brats:

1. ⟦ Pre⟧ heat an outdoor grill for",history,False,False,outside_reviewed_claim_sources
87,621,13,24,568,0.030029296875,0.0,0.030029296875,-0.1409912109375,13,.," oil the grate.
2 ⟦.⟧  If you want to cook",history,False,False,outside_reviewed_claim_sources
109,643,13,24,550,0.158203125,0.0,0.158203125,-0.068359375,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
109,643,13,24,548,0.09326171875,0.0,0.09326171875,-0.13330078125,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
109,643,13,24,615,0.036865234375,0.0,0.036865234375,-0.189697265625,18,3," to 20 minutes.
 ⟦3⟧ . Alternatively, cook the",history,True,False,outside_reviewed_claim_sources
109,643,13,24,567,0.03076171875,0.0,0.03076171875,-0.19580078125,17,2,"ly oil the grate.
 ⟦2⟧ . If you want to",history,True,False,outside_reviewed_claim_sources
109,643,13,24,627,0.0277099609375,0.0,0.0277099609375,-0.1988525390625,383,he,ats directly on the pre ⟦he⟧ ated grill for 10,history,True,False,outside_reviewed_claim_sources
26,560,14,10,549,0.1689453125,0.041015625,0.1279296875,-0.0217692057291666,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
26,560,14,10,548,0.1669921875,0.0533447265625,0.1136474609375,-0.0360514322916666,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
32,566,14,10,548,0.177734375,0.0122884114583333,0.1654459635416666,-0.0415852864583333,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
32,566,14,10,550,0.1240234375,0.0322265625,0.091796875,-0.115234375,13,.," cook brats:

1 ⟦.⟧  Preheat an outdoor grill",history,True,False,outside_reviewed_claim_sources
32,566,14,10,549,0.06640625,0.0,0.06640625,-0.140625,16,1," to cook brats:

 ⟦1⟧ . Preheat an outdoor",history,False,False,outside_reviewed_claim_sources
62,596,14,10,581,0.447265625,0.0966796875,0.3505859375,0.1903889973958333,11,",","ats in a pot first ⟦,⟧  prick them with a fork",history,True,False,outside_reviewed_claim_sources
99,633,14,10,610,0.142578125,0.0388997395833333,0.1036783854166666,-0.1536865234375,311, to," medium heat for 15 ⟦ to⟧  20 minutes.
3",history,True,True,outside_reviewed_claim_sources
99,633,14,10,548,0.109375,0.0127766927083333,0.0965983072916666,-0.1607666015625,1473,":

"," how to cook brats ⟦:

⟧ 1. Preheat an",history,False,False,outside_reviewed_claim_sources
